run_accession,bioproject_accession,biosample_accession,sample_accession,total_bases,total_spots,published,platform,instrument_model,library_strategy,library_source,organism,center_name,organization_name,institution,geo_loc_name,file_size_mb,source,published_dt,year,is_saudi_submitter,is_pathogen,is_wgs,is_genomic,is_complete_genome
DRR203289,PRJDB8991,SAMD00199969,DRS215653,345574200.0,1151914.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,135.17675304412842,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203354,PRJDB8991,SAMD00200034,DRS215718,361443300.0,1204811.0,2021-12-20 04:48:57,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,143.34974002838135,NCBI,2021-12-20 04:48:57,2021,False,False,False,True,False
DRR203355,PRJDB8991,SAMD00200035,DRS215719,282536100.0,941787.0,2021-12-20 04:48:57,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Pseudomonadaceae bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,115.42607879638672,NCBI,2021-12-20 04:48:57,2021,False,False,False,True,False
DRR203268,PRJDB8991,SAMD00199948,DRS215632,377382000.0,1257940.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,144.74552249908447,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203267,PRJDB8991,SAMD00199947,DRS215631,365796900.0,1219323.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,140.14755153656006,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203266,PRJDB8991,SAMD00199946,DRS215630,335057700.0,1116859.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Nitrospirota bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,133.54430484771729,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203265,PRJDB8991,SAMD00199395,DRS215574,420150600.0,1400502.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,157.69295406341553,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203177,PRJDB8991,SAMD00199666,DRS215590,766308300.0,2554361.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,290.2515182495117,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203178,PRJDB8991,SAMD00199667,DRS215591,423673800.0,1412246.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,159.03921031951904,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203179,PRJDB8991,SAMD00199668,DRS215592,695206500.0,2317355.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,255.78895092010495,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203180,PRJDB8991,SAMD00199669,DRS215593,745192500.0,2483975.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,286.4043998718262,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203181,PRJDB8991,SAMD00199670,DRS215594,638232000.0,2127440.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Paracoccaceae bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,241.1684436798096,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203182,PRJDB8991,SAMD00199671,DRS215595,645991500.0,2153305.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,238.96284103393555,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203183,PRJDB8991,SAMD00199672,DRS215596,758080800.0,2526936.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,292.0335416793823,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203184,PRJDB8991,SAMD00199673,DRS215597,444127800.0,1480426.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,164.41535758972168,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203185,PRJDB8991,SAMD00199674,DRS215598,462440400.0,1541468.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Paracoccaceae bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,174.09050369262695,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203186,PRJDB8991,SAMD00199675,DRS215599,229761000.0,765870.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,84.76825523376465,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203187,PRJDB8991,SAMD00199676,DRS215600,532186200.0,1773954.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Paracoccaceae bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,198.9665184020996,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
SRR17246605,,SAMN24114630,SRS11326718,36965210.0,133722.0,2021-12-16 08:09:33,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,metagenome,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab","Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab",King Abdulaziz University,Saudi Arabia,22.472585678100582,NCBI,2021-12-16 08:09:33,2021,True,False,False,False,False
DRR203188,PRJDB8991,SAMD00199677,DRS215601,461284200.0,1537614.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,172.12274646759033,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203190,PRJDB8991,SAMD00199679,DRS215603,378277500.0,1260925.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Alphaproteobacteria bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,144.71817111968994,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203191,PRJDB8991,SAMD00199680,DRS215604,417538800.0,1391796.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Paracoccaceae bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,158.79715633392334,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203192,PRJDB8991,SAMD00199681,DRS215605,499775100.0,1665917.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Paracoccaceae bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,187.6166353225708,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203193,PRJDB8991,SAMD00199682,DRS215606,565452600.0,1884842.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,213.46643829345703,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203258,PRJDB8991,SAMD00199388,DRS215567,359840400.0,1199468.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,132.71672534942627,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203259,PRJDB8991,SAMD00199389,DRS215568,351529800.0,1171766.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,129.90730571746826,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203260,PRJDB8991,SAMD00199390,DRS215569,294832200.0,982774.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,113.21088695526124,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203261,PRJDB8991,SAMD00199391,DRS215570,295480500.0,984935.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,111.3446455001831,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203262,PRJDB8991,SAMD00199392,DRS215571,304402800.0,1014676.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,114.59035110473631,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203263,PRJDB8991,SAMD00199393,DRS215572,373995300.0,1246651.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,138.47129821777344,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203264,PRJDB8991,SAMD00199394,DRS215573,313641000.0,1045470.0,2021-12-20 04:48:56,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,119.05433177947998,NCBI,2021-12-20 04:48:56,2021,False,False,False,True,False
DRR203189,PRJDB8991,SAMD00199678,DRS215602,424694100.0,1415647.0,2021-12-20 04:48:55,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,Paracoccaceae bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,158.89416980743408,NCBI,2021-12-20 04:48:55,2021,False,False,False,True,False
DRR203356,PRJDB8991,SAMD00200036,DRS215720,376165800.0,1253886.0,2021-12-20 04:48:57,ILLUMINA,Illumina MiSeq,WGA,GENOMIC,bacterium,WASEDA,WASEDA,WASEDA,Saudi Arabia:Thuwal,148.1415376663208,NCBI,2021-12-20 04:48:57,2021,False,False,False,True,False
SRR17246606,,SAMN24114629,SRS11326715,40540192.0,147018.0,2021-12-16 08:09:33,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,metagenome,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab","Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab",King Abdulaziz University,Saudi Arabia,24.81583404541016,NCBI,2021-12-16 08:09:33,2021,True,False,False,False,False
SRR17246608,,SAMN24114619,SRS11326714,40040082.0,143898.0,2021-12-16 08:09:33,ILLUMINA,Illumina HiSeq 2500,AMPLICON,METAGENOMIC,metagenome,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab","Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arab",King Abdulaziz University,Saudi Arabia,24.52659797668457,NCBI,2021-12-16 08:09:33,2021,True,False,False,False,False
SRR17082482,PRJNA780469,SAMN23512973,SRS11191828,4990217946.0,31412374.0,2024-01-02 00:00:27,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Yanbu,1887.6854839324951,NCBI,2024-01-02 00:00:27,2024,False,False,False,False,False
SRR17082481,PRJNA780469,SAMN23512974,SRS11191829,4869223372.0,30731556.0,2024-01-02 00:00:27,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Yanbu,1840.100022315979,NCBI,2024-01-02 00:00:27,2024,False,False,False,False,False
SRR17082480,PRJNA780469,SAMN23512975,SRS11191830,5077955605.0,32036678.0,2024-01-02 00:00:27,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Yanbu,1953.1932916641235,NCBI,2024-01-02 00:00:27,2024,False,False,False,False,False
SRR17082478,PRJNA780469,SAMN23512976,SRS11191832,5352673332.0,33694268.0,2024-01-02 00:00:27,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Yanbu,2009.211540222168,NCBI,2024-01-02 00:00:27,2024,False,False,False,False,False
SRR17082477,PRJNA780469,SAMN23512977,SRS11191833,5518064837.0,34745060.0,2024-01-02 00:00:27,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Yanbu,2083.076150894165,NCBI,2024-01-02 00:00:27,2024,False,False,False,False,False
SRR17082476,PRJNA780469,SAMN23512978,SRS11191834,5762938240.0,36246152.0,2024-01-02 00:00:27,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Yanbu,2174.642346382141,NCBI,2024-01-02 00:00:27,2024,False,False,False,False,False
SRR17082475,PRJNA780469,SAMN23512979,SRS11191835,5163503757.0,32495466.0,2024-01-02 00:00:27,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Yanbu,1946.0006713867188,NCBI,2024-01-02 00:00:27,2024,False,False,False,False,False
SRR17082474,PRJNA780469,SAMN23512980,SRS11191836,5548357997.0,34891186.0,2024-01-02 00:00:27,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Yanbu,2117.395119667053,NCBI,2024-01-02 00:00:27,2024,False,False,False,False,False
SRR17082473,PRJNA780469,SAMN23512981,SRS11191837,7374728646.0,46367632.0,2024-01-02 00:00:27,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Yanbu,2755.337617874145,NCBI,2024-01-02 00:00:27,2024,False,False,False,False,False
SRR17134084,PRJNA742166,SAMN19929365,SRS11226447,1164189600.0,3880632.0,2021-12-05 05:35:08,ILLUMINA,Illumina NovaSeq 6000,WGS,GENOMIC,Streptococcus iniae,King Abdulaziz City for Science and Technology,King Abdulaziz City for Science and Technology,King Abdulaziz City for Science and Technology,Saudi Arabia: Al-Kharj,348.8144016265869,NCBI,2021-12-05 05:35:08,2021,False,False,True,True,True
SRR17136276,,SAMN23668672,SRS11228492,77133252.0,137099.0,2021-12-07 08:16:13,ILLUMINA,Illumina MiSeq,AMPLICON,METAGENOMIC,soil metagenome,King Abdullah University of Science and Technology (KAUST),King Abdullah University of Science and Technology (KAUST),KAUST,Saudi Arabia:Thuwal,53.31898880004883,NCBI,2021-12-07 08:16:13,2021,True,False,False,False,False
SRR17136275,,SAMN23668674,SRS11228493,56164916.0,99819.0,2021-12-07 08:16:13,ILLUMINA,Illumina MiSeq,AMPLICON,METAGENOMIC,soil metagenome,King Abdullah University of Science and Technology (KAUST),King Abdullah University of Science and Technology (KAUST),KAUST,Saudi Arabia:Thuwal,40.25288009643555,NCBI,2021-12-07 08:16:13,2021,True,False,False,False,False
SRR17136274,,SAMN23668674,SRS11228493,74549184.0,132516.0,2021-12-07 07:43:50,ILLUMINA,Illumina MiSeq,AMPLICON,METAGENOMIC,soil metagenome,King Abdullah University of Science and Technology (KAUST),King Abdullah University of Science and Technology (KAUST),KAUST,Saudi Arabia:Thuwal,52.864882469177246,NCBI,2021-12-07 07:43:50,2021,True,False,False,False,False
SRR17136273,,SAMN23668674,SRS11228493,71168600.0,126503.0,2021-12-07 07:43:50,ILLUMINA,Illumina MiSeq,AMPLICON,METAGENOMIC,soil metagenome,King Abdullah University of Science and Technology (KAUST),King Abdullah University of Science and Technology (KAUST),KAUST,Saudi Arabia:Thuwal,50.9509801864624,NCBI,2021-12-07 07:43:50,2021,True,False,False,False,False
SRR17136272,,SAMN23668675,SRS11228494,63733853.0,113291.0,2021-12-07 07:43:50,ILLUMINA,Illumina MiSeq,AMPLICON,METAGENOMIC,soil metagenome,King Abdullah University of Science and Technology (KAUST),King Abdullah University of Science and Technology (KAUST),KAUST,Saudi Arabia:Thuwal,45.38884258270264,NCBI,2021-12-07 07:43:50,2021,True,False,False,False,False
SRR17136271,,SAMN23668675,SRS11228494,38087932.0,67707.0,2021-12-07 07:43:50,ILLUMINA,Illumina MiSeq,AMPLICON,METAGENOMIC,soil metagenome,King Abdullah University of Science and Technology (KAUST),King Abdullah University of Science and Technology (KAUST),KAUST,Saudi Arabia:Thuwal,23.991361618041992,NCBI,2021-12-07 07:43:50,2021,True,False,False,False,False
SRR17136270,,SAMN23668675,SRS11228494,60230663.0,107029.0,2021-12-07 08:45:34,ILLUMINA,Illumina MiSeq,AMPLICON,METAGENOMIC,soil metagenome,King Abdullah University of Science and Technology (KAUST),King Abdullah University of Science and Technology (KAUST),KAUST,Saudi Arabia:Thuwal,36.78059005737305,NCBI,2021-12-07 08:45:34,2021,True,False,False,False,False
SRR17136269,,SAMN23668675,SRS11228494,41595861.0,73945.0,2021-12-07 07:09:18,ILLUMINA,Illumina MiSeq,AMPLICON,METAGENOMIC,soil metagenome,King Abdullah University of Science and Technology (KAUST),King Abdullah University of Science and Technology (KAUST),KAUST,Saudi Arabia:Thuwal,26.056347846984863,NCBI,2021-12-07 07:09:18,2021,True,False,False,False,False
SRR17136268,,SAMN23668676,SRS11228495,38146693.0,67835.0,2021-12-05 17:36:05,ILLUMINA,Illumina MiSeq,AMPLICON,METAGENOMIC,soil metagenome,King Abdullah University of Science and Technology (KAUST),King Abdullah University of Science and Technology (KAUST),KAUST,Saudi Arabia:Thuwal,24.45545482635498,NCBI,2021-12-05 17:36:05,2021,True,False,False,False,False
SRR17136267,,SAMN23668676,SRS11228495,40696771.0,72381.0,2021-12-05 17:26:00,ILLUMINA,Illumina MiSeq,AMPLICON,METAGENOMIC,soil metagenome,King Abdullah University of Science and Technology (KAUST),King Abdullah University of Science and Technology (KAUST),KAUST,Saudi Arabia:Thuwal,26.81772327423096,NCBI,2021-12-05 17:26:00,2021,True,False,False,False,False
SRR17136266,,SAMN23668676,SRS11228495,45445403.0,80732.0,2021-12-05 17:26:00,ILLUMINA,Illumina MiSeq,AMPLICON,METAGENOMIC,soil metagenome,King Abdullah University of Science and Technology (KAUST),King Abdullah University of Science and Technology (KAUST),KAUST,Saudi Arabia:Thuwal,28.947094917297363,NCBI,2021-12-05 17:26:00,2021,True,False,False,False,False
SRR17136265,,SAMN23668676,SRS11228495,49330676.0,87664.0,2021-12-05 17:26:00,ILLUMINA,Illumina MiSeq,AMPLICON,METAGENOMIC,soil metagenome,King Abdullah University of Science and Technology (KAUST),King Abdullah University of Science and Technology (KAUST),KAUST,Saudi Arabia:Thuwal,31.99324989318848,NCBI,2021-12-05 17:26:00,2021,True,False,False,False,False
SRR17136264,,SAMN23668677,SRS11228496,45747979.0,81426.0,2021-12-05 17:26:00,ILLUMINA,Illumina MiSeq,AMPLICON,METAGENOMIC,soil metagenome,King Abdullah University of Science and Technology (KAUST),King Abdullah University of Science and Technology (KAUST),KAUST,Saudi Arabia:Thuwal,28.39806365966797,NCBI,2021-12-05 17:26:00,2021,True,False,False,False,False
SRR17082483,PRJNA780469,SAMN23512972,SRS11191827,7065185237.0,44504366.0,2024-01-02 00:00:27,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Yanbu,2669.274534225464,NCBI,2024-01-02 00:00:27,2024,False,False,False,False,False
SRR17136263,,SAMN23668672,SRS11228492,68748402.0,122178.0,2021-12-07 07:43:50,ILLUMINA,Illumina MiSeq,AMPLICON,METAGENOMIC,soil metagenome,King Abdullah University of Science and Technology (KAUST),King Abdullah University of Science and Technology (KAUST),KAUST,Saudi Arabia:Thuwal,49.29769420623779,NCBI,2021-12-07 07:43:50,2021,True,False,False,False,False
SRR17082484,PRJNA780469,SAMN23512971,SRS11191826,5284591664.0,33222154.0,2024-01-02 00:00:27,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Yanbu,2019.3014755249023,NCBI,2024-01-02 00:00:27,2024,False,False,False,False,False
SRR17082486,PRJNA780469,SAMN23512969,SRS11191824,4517525790.0,28405605.0,2024-01-02 00:00:27,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Yanbu,1673.7145137786863,NCBI,2024-01-02 00:00:27,2024,False,False,False,False,False
SRR17082511,PRJNA780469,SAMN23512946,SRS11191799,5867576291.0,36952842.0,2024-01-02 00:00:26,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Al Wajh,2185.548861503601,NCBI,2024-01-02 00:00:26,2024,False,False,False,False,False
SRR17082510,PRJNA780469,SAMN23512947,SRS11191800,5156930688.0,32465680.0,2024-01-02 00:00:26,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Al Wajh,1954.3539457321167,NCBI,2024-01-02 00:00:26,2024,False,False,False,False,False
SRR17082509,PRJNA780469,SAMN23512948,SRS11191802,5427250884.0,34157385.0,2024-01-02 00:00:26,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Al Wajh,2036.6948556900024,NCBI,2024-01-02 00:00:26,2024,False,False,False,False,False
SRR17082508,PRJNA780469,SAMN23512949,SRS11191801,5547656438.0,34888232.0,2024-01-02 00:00:26,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Al Wajh,2103.519121170044,NCBI,2024-01-02 00:00:26,2024,False,False,False,False,False
SRR17082507,PRJNA780469,SAMN23512950,SRS11191803,5697858276.0,35935692.0,2024-01-02 00:00:26,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Al Wajh,2144.930616378784,NCBI,2024-01-02 00:00:26,2024,False,False,False,False,False
SRR17082506,PRJNA780469,SAMN23512951,SRS11191804,5650016312.0,35564082.0,2024-01-02 00:00:26,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Al Wajh,2131.3968420028687,NCBI,2024-01-02 00:00:26,2024,False,False,False,False,False
SRR17082505,PRJNA780469,SAMN23512952,SRS11191805,5527724020.0,34763833.0,2024-01-02 00:00:26,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Al Wajh,2075.7052659988403,NCBI,2024-01-02 00:00:26,2024,False,False,False,False,False
SRR17082504,PRJNA780469,SAMN23512953,SRS11191806,5484572486.0,34518931.0,2024-01-02 00:00:26,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Al Wajh,2090.4493589401245,NCBI,2024-01-02 00:00:26,2024,False,False,False,False,False
SRR17082503,PRJNA780469,SAMN23512954,SRS11191807,5288268544.0,33265222.0,2024-01-02 00:00:26,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Al Wajh,2002.506203651428,NCBI,2024-01-02 00:00:26,2024,False,False,False,False,False
SRR17082502,PRJNA780469,SAMN23512955,SRS11191809,4909815082.0,30887255.0,2024-01-02 00:00:26,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Al Wajh,1927.646815299988,NCBI,2024-01-02 00:00:26,2024,False,False,False,False,False
SRR17082500,PRJNA780469,SAMN23512956,SRS11191811,4965005651.0,31204962.0,2024-01-02 00:00:26,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Al Wajh,1899.2765789031985,NCBI,2024-01-02 00:00:26,2024,False,False,False,False,False
SRR17082499,PRJNA780469,SAMN23512957,SRS11191810,4983270186.0,31347613.0,2024-01-02 00:00:26,ILLUMINA,NextSeq 500,RNA-Seq,TRANSCRIPTOMIC,coral metagenome,EPFL,EPFL,EPFL,Saudi Arabia: Al Wajh,1935.806318283081,NCBI,2024-01-02 00:00:26,2024,False,False,False,False,False
